name_norm,display_name,n_books,n_entries,source_types,books,pages
عبد الله بن الجناده الفهري ، سمع ابا هريره بمكه، روي عنه ابنه سليم قوله,عبد الله بن الجنادة الفهري (5) ، سمع أبا هريرة بمكة، روى عنه ابنه سليم قوله,1,1,general,tarikh_kabir_bukhari,
عبد الله بن جناده المعافري عن ابي عبد الرحمن الحبلي، روي عنه سعيد بن ابي ايوب,عبد الله بن جنادة المعافري عن أبي عبد الرحمن الحبلي، روى عنه سعيد بن أبي أيوب,1,1,general,tarikh_kabir_bukhari,
عبد الله بن جعفر بن عبد الرحمن بن المسور بن مخرمه القرشي المديني، سمع اسمعيل بن محمد بن سعد وعثمان الاخنسي ويزيد بن الهاد، سمع منه ابن مهدي وعبد الملك بن عمير وعبد العزيز بن عبد الله,عبد الله بن جعفر بن عبد الرحمن بن المسور بن مخرمة القرشي المدينى، سمع اسمعيل بن محمد بن سعد وعثمان الأخنسي ويزيد بن الهاد، سمع منه ابن مهدي وعبد الملك بن عمير وعبد العزيز بن عبد الله,1,1,general,tarikh_kabir_bukhari,
عبد الله بن جعفر بن نجيح مولي سعد المديني، ابو جعفر عن عبد الله بن دينار قال عبد الله بن ابي الاسود مات سنه ثمان وسبعين ومايه، يحيي بن معين تكلم فيه,عبد الله بن جعفر بن نجيح مولى سعد المديني، أبو جعفر عن عبد الله بن دينار قال عبد الله بن أبي الأسود: مات سنة ثمان وسبعين ومائة، يحيى بن معين تكلم فيه,1,1,general,tarikh_kabir_bukhari,
عبد الله بن جعفر مولي بني اميه عن عمر بن عبد العزيز، روي عنه قريش بن حيان,عبد الله بن جعفر (1) مولى بني أمية عن عمر بن عبد العزيز، روى عنه قريش بن حيان,1,1,general,tarikh_kabir_bukhari,
عبد الله بن جعفر ابو عبد الرحمن الرقي، سمع ابا المليح وعبيد الله بن عمرو,عبد الله بن جعفر (2) أبو عبد الرحمن الرقي، سمع أبا المليح وعبيد الله بن عمرو,1,1,general,tarikh_kabir_bukhari,
عبد الله بن ابي جعفر ابو محمد، يعد في البصريين، سمع الحسن قوله، سمع منه موسي بن اسمعيل,عبد الله بن أبي جعفر أبو محمد، يعد في البصريين، سمع الحسن قوله، سمع منه موسى بن اسمعيل,1,1,general,tarikh_kabir_bukhari,
عبد الله بن جندب الازدي، سمع الحسن قوله، سمع,عبد الله بن جندب الأزدي، سمع الحسن قوله، سمع,1,1,general,tarikh_kabir_bukhari,
عبد الله بن جرهد الاسلمي سمع اباه، روي عنه ابن عقيل المدني، قاله ابو نعيم عن الحسن بن صالح عن ابن عقيل، وقال ابن جريج اخبرت عن ابن عقيل سمع عبد الله سمع جرهدا,عبد الله بن جرهد الأسلمي سمع أباه، روى عنه ابن عقيل (2) المدني، قاله أبو نعيم عن الحسن بن صالح عن ابن عقيل، / وقال ابن جريج أخبرت عن ابن عقيل سمع عبد الله: سمع جرهدا,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن نوفل الهاشمي، سمع ميمونه وكعبا وابن عباس، ادرك زمان عثمان,عبد الله بن الحارث بن نوفل الهاشمي، سمع ميمونة وكعبا وابن عباس، أدرك زمان عثمان,1,1,general,tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج5/ص63
عبد الله بن الحارث الزبيذي المكتب الكوفي، وقال زايده البكري يحدث عن عبد الله بن عمرو وابي كثير وحبيب بن حماز وزهير بن الاقمر، روي عنه عمرو بن مره وقال علي بن هاشم عن ابي مريم عن عمرو بن مره عن عبد الله بن الحارث مولي بني قيس بن ثعلبه كان ابن علي وفاطمه,عبد الله بن الحارث الزبيذى المكتب الكوفي، وقال زائدة البكري يحدث عن عبد الله بن عمرو (1) وأبي كثير وحبيب بن حماز (2) وزهير بن الأقمر، روى عنه عمرو بن مرة وقال علي بن هاشم عن أبي مريم عن عمرو بن مرة: عن عبد الله بن الحارث مولى بني قيس بن ثعلبة كان ابن علي وفاطمة,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن عمرو الباهلي، يعد في البصريين، سمع اباه، روي عنه سهل بن حصين,عبد الله بن الحارث بن عمرو الباهلي، يعد في البصريين، سمع أباه، روى عنه سهل بن حصين,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث ابو الوليد البصري هو الانصاري نسيب ابن سيرين عن عايشه وابن عباس، روي عنه عاصم الاحول,عبد الله بن الحارث أبو الوليد البصري هو الانصاري نسيب ابن سيرين (4) عن عائشة وابن عباس، روى عنه عاصم الاحول,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث الانصاري عن ابن عباس قوله، قاله مروان عن مطرف السعدي، ان لم يكن هو ابو الوليد فلا ادري,عبد الله بن الحارث الأنصاري عن ابن عباس قوله، قاله مروان عن مطرف السعدي، إن لم يكن هو أبو الوليد فلا أدري,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث ابن اخي الاشتر ، يعد في الكوفيين، روي عنه ابراهيم النخعي,عبد الله بن الحارث ابن أخي الأشتر (2) ، يعد في الكوفيين، روى عنه إبراهيم النخعي,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن الهشام المخزومي عن النبي صلي الله عليه وسلم، مرسل، روي عنه سعيد بن ابي ايوب عن عبد الله بن خالد ، ان لم يكن اخو عبد الرحمن القرشي فلا ادري,عبد الله بن الحارث بن الهشام المخزومي عن النبي صلى الله عليه وسلم، مرسل، (3) روى عنه سعيد بن أبي أيوب عن عبد الله بن خالد (3) ، إن لم يكن أخو عبد الرحمن القرشي فلا ادرى,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن عبد الله بن عياش بن ابي ربيعه المخزومي اخو عبد الرحمن القرشي، قاله محمد بن اسحاق عن عبد الرحمن عن اخيه عبد الله، وقال سعيد بن رجا حدثنا ابن سلمه حدثني عبد الرحمن ابن الحارث عن اخيه عبد الله بن الحارث، راي عبد الله بن عباس وابن عمر، الاويسي حدثنا عطاف رايت علي عبد الله بن الحارث بن عياش بن ابي,عبد الله بن الحارث بن عبد الله بن عياش بن أبي ربيعة المخزومي أخو عبد الرحمن القرشي، قاله محمد بن إسحاق عن عبد الرحمن عن أخيه عبد الله، وقال سعيد بن رجاء حدثنا ابن سلمة (1) حدثنى عبد الرحمن ابن الحارث عن أخيه عبد الله بن الحارث، رأى عبد الله بن عباس وابن عمر، الأويسي (2) حدثنا عطاف: رأيت على عبد الله بن الحارث بن عياش بن أبي,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث الازدي، سمع غرفه بن الحارث، روي عنه حرمله بن عمران,عبد الله بن الحارث الأزدي، سمع غرفة (3) بن الحارث، روى عنه حرملة بن عمران,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن فضيل الخطمي الانصاري عن ابيه، سمع منه ابن مهدي وقتيبه، هو المديني,عبد الله بن الحارث بن فضيل الخطمي الأنصاري عن أبيه، سمع منه ابن مهدي وقتيبة، هو المديني,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن ابزي، سمع امه رايطه بنت مسلم,عبد الله بن الحارث بن أبزى، سمع أمة رائطة بنت مسلم,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن عبد الملك المخزومي المكي، سمع محمد بن عبد الله بن انسان ، سمع منه الحميدي,عبد الله بن الحارث بن عبد الملك المخزومي المكي، سمع محمد بن عبد الله بن إنسان (1) ، سمع منه الحميدي,1,1,general,tarikh_kabir_bukhari,
عبد الله بن الحارث بن محمد بن حاطب ابو الحارث الجمحي المديني، قال محمد بن سلام كنيته ابو بكر، عن سهيل بن ابي صالح، مستقيم، سمع منه محمد بن عبيد الله، وقال وكيع نا عبد الله بن الحارث,عبد الله بن الحارث بن محمد بن حاطب أبو الحارث الجمحي المديني، قال محمد بن سلام: كنيته أبو بكر، عن سهيل بن أبي صالح، مستقيم، سمع منه محمد بن عبيد الله، وقال وكيع: نا عبد الله بن الحارث,1,1,general,tarikh_kabir_bukhari,
عبد الله بن حنظله بن الراهب وهو ابن غسيل الانصاري، يعد في اهل المدينه,عبد الله بن حنظلة (2) بن الراهب وهو ابن غسيل الأنصاري، يعد في أهل المدينة,1,1,general,tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج5/ص67
